Agency ID ,Agency Code,Center,Center Search Status,Facility,Occupied,Status,URL Link,Record Date,Last Update,Address,City,State,ZIP,Country,Contact,Mail Stop,Phone
236,NASA 2,Marshall Space Flight Center,Public,ED Coldflow R & D Test Complex 4776,1985,Active,,01/03/1996,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
237,NASA 2,Marshall Space Flight Center,Public,ED Liquid Rocket Engine Air Flow Fac 4777,1985,Active,,01/03/1996,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
238,NASA 2,Marshall Space Flight Center,Public,ED Liquid/Solid Rocket Eng Water Flow Fac 4776,1985,Active,,01/03/1996,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
239,NASA 2,Marshall Space Flight Center,Public,ED Pump Test Equipment Facility 4777,1995,Active,,30/05/1996,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
240,NASA 2,Marshall Space Flight Center,Public,ED Solid Rocket Engine Air Flow Fac 4777,1985,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
241,NASA 2,Marshall Space Flight Center,Public,ED Water Flow Inducer Test Loop 4777,1985,Active,,01/03/1996,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
242,NASA 2,Marshall Space Flight Center,Public,EH Advanced Bonding Technology Laboratory 4707,1956,Active,,01/03/1996,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
243,NASA 2,Marshall Space Flight Center,Public,EH Ambient & High Pressure LOX/GOX Facility 4623,1960,Active,,01/03/1996,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
244,NASA 2,Marshall Space Flight Center,Public,EH Ceramics Coatings & High Temp Mat.Lab 4612,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
245,NASA 2,Marshall Space Flight Center,Public,EH Computer Aided Design (CAD)Room 4708,1989,Active,,29/05/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
246,NASA 2,Marshall Space Flight Center,Public,EH Computerized Data Base System 4612,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
247,NASA 2,Marshall Space Flight Center,Public,EH Environmental Replacement Tech. Lab 4707,1956,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
248,NASA 2,Marshall Space Flight Center,Public,EH Foam Formulation Laboratory 4739,1956,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
249,NASA 2,Marshall Space Flight Center,Public,EH Frictional Heating Test System 4623,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
250,NASA 2,Marshall Space Flight Center,Public,EH Hazardous Machining Facility 4759,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
251,NASA 2,Marshall Space Flight Center,Public,EH Hazardous Tribological Test Facility 4643,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
252,NASA 2,Marshall Space Flight Center,Public,EH Heat Treat Shop 4704,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
253,NASA 2,Marshall Space Flight Center,Public,EH High-Temperature Heat Treating Fac 4767,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
254,NASA 2,Marshall Space Flight Center,Public,EH Inert Propellant Development Lab 4767,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
255,NASA 2,Marshall Space Flight Center,Public,EH Low Pressure Flammability Test Sys. 4623,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
256,NASA 2,Marshall Space Flight Center,Public,EH Mechanical & Corrosion Testing 4612,1961,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
257,NASA 2,Marshall Space Flight Center,Public,EH Metallurgical Diagnostics Laboratory 4612,1961,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
258,NASA 2,Marshall Space Flight Center,Public,EH Metals Processing Facility 4711,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
259,NASA 2,Marshall Space Flight Center,Public,EH Non-Optical NDE Facility 4702,,Active,,28/05/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
260,NASA 2,Marshall Space Flight Center,Public,EH Plasma Arc Metal Cutting Facility 4738,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
261,NASA 2,Marshall Space Flight Center,Public,EH Robotic Welding Facility 4707,1956,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
262,NASA 2,Marshall Space Flight Center,Public,EH Robotic Workcell 4707,1956,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
263,NASA 2,Marshall Space Flight Center,Public,EH Rubber Fabrication Laboratory 4612,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
264,NASA 2,Marshall Space Flight Center,Public,EH Sheet Metal Assembly & Machine Shop 4705,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
265,NASA 2,Marshall Space Flight Center,Public,EH Spray-On Foam Insulation (SOFI) Lab 4707,1956,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
266,NASA 2,Marshall Space Flight Center,Public,EH SRB-TPS (Thermal Protection Sys) Dev. 470,1956,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
267,NASA 2,Marshall Space Flight Center,Public,EH Surface Treatment Facility 4760,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
268,NASA 2,Marshall Space Flight Center,Public,EH Vacuum Plasma Spray Facility 4707,1956,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
269,NASA 2,Marshall Space Flight Center,Public,EH High Pres. Ignit. Promoted Combust.Test System,1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
270,NASA 2,Marshall Space Flight Center,Public,EI Manned Habitat ECLSS Test Facility 4755,1985,Active,,17/05/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
271,NASA 2,Marshall Space Flight Center,Public,EI Space Systems Integration and Test Facility 4,1992,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
272,NASA 2,Marshall Space Flight Center,Public,EI MSFC Electromagnetic Interference (EMI) Test Fa,1995,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
273,NASA 2,Marshall Space Flight Center,Public,EL Ground Control Experiment Laboratory 4708,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
274,NASA 2,Marshall Space Flight Center,Public,EL Systems and Payloads Test Facilities 4708,1958,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
275,NASA 2,Marshall Space Flight Center,Public,"EL X-Ray & Cryogenic Facility (XRCF), 4718",1991,Active,http://optics.nasa.gov/facilities/xraycal.html,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
276,NASA 2,Marshall Space Flight Center,Public,EM Contamination Control Laboratories 4711,,Active,,29/05/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
277,NASA 2,Marshall Space Flight Center,Public,EM SEE: Atomic Oxygen & Solar UV Lab 4711,,Active,,29/05/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
278,NASA 2,Marshall Space Flight Center,Public,EM Space Environmental Effects Facility 4605,1970,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
279,NASA 2,Marshall Space Flight Center,Public,"EM Bearing Test Facility, Bldg 4711",1960,Active,,14/05/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
280,NASA 2,Marshall Space Flight Center,Public,"EM Chemistry Laboratories, Building 4612",1957,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
281,NASA 2,Marshall Space Flight Center,Public,EM Electrostatic Levitator Materials Characterizat,,Active,,04/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
282,NASA 2,Marshall Space Flight Center,Public,"EM Environmental Gas/Toxic Offgassing Lab, Bldg 46",1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
283,NASA 2,Marshall Space Flight Center,Public,EM Hydrogen (H2) Test Facility 4628,1961,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
284,NASA 2,Marshall Space Flight Center,Public,"EM Impact Testing Facility 4571, 4612",2005,Active,,04/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
285,NASA 2,Marshall Space Flight Center,Public,"EM Long-Duration Lubricant Test Laboratory, Bldg 4",,Active,,09/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
286,NASA 2,Marshall Space Flight Center,Public,"EM Materials Combustion Research Facility, Bldg 46",,Active,,09/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
287,NASA 2,Marshall Space Flight Center,Public,"EM Mechanical Materials Test Facility, Bldg 4612",,Active,,08/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
288,NASA 2,Marshall Space Flight Center,Public,"EM Metrology Laboratory, Building 4711",,Active,,09/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
289,NASA 2,Marshall Space Flight Center,Public,"EM Tribology Test Laboratory, Building 4711",1960,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
290,NASA 2,Marshall Space Flight Center,Public,EM-20 Computed Tomography Facility 4707,1985,Active,,01/03/1996,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
291,NASA 2,Marshall Space Flight Center,Public,EM-20 Microwave NDE Facility 4702,,Active,,11/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
292,NASA 2,Marshall Space Flight Center,Public,EM-20 Acoustic Emission Facility 4711,1992,Active,,04/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
293,NASA 2,Marshall Space Flight Center,Public,EM-20 Automated Ultrasonics Laboratory 4702,,Active,,11/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
294,NASA 2,Marshall Space Flight Center,Public,EM-20 Backscatter Radiography Facility 4711/4707,2002,Active,,04/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
295,NASA 2,Marshall Space Flight Center,Public,EM-20 Contact Ultrasonics Laboratory 4702,,Active,,11/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
296,NASA 2,Marshall Space Flight Center,Public,EM-20 Digital X-ray Laminography 4711,2006,Active,,04/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
297,NASA 2,Marshall Space Flight Center,Public,EM-20 Film Radiography Facility 4702,,Active,,11/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
298,NASA 2,Marshall Space Flight Center,Public,"EM-20 Penetrant, Optical and Magnetic Particle Lab",,Active,,11/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
299,NASA 2,Marshall Space Flight Center,Public,EM-20 Phased Array Ultrasonic Laboratory 4702,,Active,,11/08/2006,02/06/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
300,NASA 2,Marshall Space Flight Center,Public,EM-20 Shearography Facility 4711,1992,Active,,04/08/2006,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
301,NASA 2,Marshall Space Flight Center,Public,EM-20 Terahertz Imaging Facility 4711,2003,Active,,04/08/2006,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
302,NASA 2,Marshall Space Flight Center,Public,EM-20 Thermography Facility 4711,1992,Active,,04/08/2006,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
303,NASA 2,Marshall Space Flight Center,Public,EO Huntsville Operations Support Center 4663,1959,Active,http://ed.msfc.nasa.gov/edinside/eo,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
304,NASA 2,Marshall Space Flight Center,Public,EO UDC/ Express Rack/ Express Pallet 4612,1988,Under,,29/05/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
305,NASA 2,Marshall Space Flight Center,Public,EP Cold Flow Position 4670 ,1965,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
306,NASA 2,Marshall Space Flight Center,Public,EP Data Recording and Control Facility 4674 ,1964,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
307,NASA 2,Marshall Space Flight Center,Public,EP Data Recording Facility 4583 ,1957,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
308,NASA 2,Marshall Space Flight Center,Public,EP Hot Gas Test Facility 4554 ,1976,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
309,NASA 2,Marshall Space Flight Center,Public,EP Hydrocarbon (HC) Engine Test Fac 4696,1963,Inactive,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
310,NASA 2,Marshall Space Flight Center,Public,EP Propulsion Technology Test Facility 4670,1965,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
311,NASA 2,Marshall Space Flight Center,Public,EP Solid Propulsion Test Facility 4520,,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
312,NASA 2,Marshall Space Flight Center,Public,EP Test Cells 4583 ,1957,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
313,NASA 2,Marshall Space Flight Center,Public,EP Test Facility (TF116) 4540,1964,Active,http://rockettest.nasa.gov,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
314,NASA 2,Marshall Space Flight Center,Public,EP Test Facility (TS300) 4530,1966,Active,,05/06/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
315,NASA 2,Marshall Space Flight Center,Public,EP Transient Pressure Test Facility 4515 ,1987,Inactive,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
316,NASA 2,Marshall Space Flight Center,Public,EP Mechanisms Development Facility 4656 ,1965,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
317,NASA 2,Marshall Space Flight Center,Public,EP Test Facility (TF500) 4522 ,1966,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
318,NASA 2,Marshall Space Flight Center,Public,ES BATSE Operations & Data Analysis Lab 4481,1990,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
319,NASA 2,Marshall Space Flight Center,Public,ES Dist Active Archive Center 917 Expl. Blvd.,1991,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
320,NASA 2,Marshall Space Flight Center,Public,ES Earth Science & Appl.Computer Facility 4492,1991,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
321,NASA 2,Marshall Space Flight Center,Public,ES Laboratory for Structural Biology 4484 ,1994,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
322,NASA 2,Marshall Space Flight Center,Public,ES Low Energy Ion Facility 4481 ,1974,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
323,NASA 2,Marshall Space Flight Center,Public,ES Plasma Wind Tunnel 4481,1991,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
324,NASA 2,Marshall Space Flight Center,Public,ES Solar Magnetograph Facility 4347 ,1950,,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
325,NASA 2,Marshall Space Flight Center,Public,ET Acoustic Test Facility 4619,1959,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
326,NASA 2,Marshall Space Flight Center,Public,ET Component/System Quasi-Static Load Fac 4619,1959,Active,,25/04/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
327,NASA 2,Marshall Space Flight Center,Public,ET Cryogenic Structural Test Facility 4699 ,,Active,,01/05/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
328,NASA 2,Marshall Space Flight Center,Public,ET East Vibration Test Facility 4619,,Active,,06/07/2010,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
329,NASA 2,Marshall Space Flight Center,Public,ET Flight Environmental Test Facility 4619,1962,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
330,NASA 2,Marshall Space Flight Center,Public,ET Hazardous Structural Test Complex 4572 ,,Active,,01/05/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
331,NASA 2,Marshall Space Flight Center,Public,ET Large Structure Quasi-Static Load Fac 4619,,Active,,25/04/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
332,NASA 2,Marshall Space Flight Center,Public,ET Modal Test Facility 4619,,Active,,25/04/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
333,NASA 2,Marshall Space Flight Center,Public,ET Pyrotechnic Shock Test Facility 4619,,Active,,25/04/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
334,NASA 2,Marshall Space Flight Center,Public,ET Structural Dynamics Control Facility 4619,,Active,,01/05/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
335,NASA 2,Marshall Space Flight Center,Public,ET West Vibration Test Facility 4619,,Active,,25/04/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
336,NASA 2,Marshall Space Flight Center,Public,ET WTC - Wind Tunnel Complex 4732,1968,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
337,NASA 2,Marshall Space Flight Center,Public,ET WTC - 14-Inch Trisonic Wind Tunnel 4732,1968,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
338,NASA 2,Marshall Space Flight Center,Public,ET Dynamics Test Stand (4550),,Inactive,,11/08/2006,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
339,NASA 2,Marshall Space Flight Center,Public,EV 400-Ft. Antenna Test Range 4194,1962,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
340,NASA 2,Marshall Space Flight Center,Public,"EV Engine Hardware Simulation Laboratory, 4436",1988,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
341,NASA 2,Marshall Space Flight Center,Public,EV Flight Simulation Lab 4476 ,1963,Inactive,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
342,NASA 2,Marshall Space Flight Center,Public,EV Battery Test Laboratory 4475 ,1964,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
343,NASA 2,Marshall Space Flight Center,Public,EV Contact Dynamics Simulation Lab (6DOF) 4663,1980,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
344,NASA 2,Marshall Space Flight Center,Public,EV Flight Robotics Laboratory (Flat Floor) 4619,1983,Active,,03/06/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
345,NASA 2,Marshall Space Flight Center,Public,EV LAB 1/2 Mile Antenna Test Range 4194 ,1976,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
346,NASA 2,Marshall Space Flight Center,Public,Fiber Placement Fac 4707 ,1956,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
347,NASA 2,Marshall Space Flight Center,Public,Filament Winding Lab 4707 ,1956,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
348,NASA 2,Marshall Space Flight Center,Public,Low Gravity Materials Science Facility 4550,1991,Inactive,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
349,NASA 2,Marshall Space Flight Center,Public,Materials Testing & Research Facility 4464,,Active,,08/03/2007,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
